91.63,2.03, 30000
91.24,2.035, 28426
90.92249999999999,2.08875, 26852
90.69687499999998,2.1765625, 25278
90.53515624999999,2.2824218750000003, 23705
90.43636718749998,2.38931640625, 22131
90.37477539062499,2.5269873046874998, 20557
90.34108154296874,2.682740478515625, 18984
90.33081115722656,2.862055358886719, 17410
90.36060836791992,3.086541519165039, 15836
90.41545627593995,3.3549061393737794, 14263
90.47659220695496,3.6711796045303347, 12689
90.58744415521623,4.053384703397751, 11115
90.72308311641217,4.520038527548314, 9542
90.95481233730914,5.105028895661236, 7968
91.25860925298186,5.8487716717459275, 6394
91.7364569397364,6.899078753809445, 4821
92.5698427048023,8.534309065357084, 3247
94.41488202860172,11.585731799017811, 1673
105.92616152145129,43.08679884926336, 100
