1324.23,3744.03,80000
29000,-13000,77259
0,0,74518
18000,-39000,71777
38000,-33000,69036
20000,-36000,66295
38000,-28000,63554
52500,-10500,60813
37000,-22500,58072
37000,-24000,55331
35500,-17000,52590
52800,-17600,49849
44000,-15666.67,47108
38538.46,-19692.31,44367
43769.23,-19153.85,41626
44176.47,-13705.88,38885
48176.47,-16294.12,36144
44280,-11960,33403
43551.72,-15379.31,30662
43500,-11000,27921
41933.33,-10133.33,25180
43700,-3500,22439
39500,-5500,19698
41617.65,-6029.41,16957
39058.82,-4764.71,14216
42150,-1300,11475
0,0,8734
0,0,5993
0,0,3252
0,0,500
