14.18,-42.61,80000
18.95,1.48,77957
19.35,1.66,75914
19.38,1.6,73871
19.35,1.73,71828
19.29,1.92,69785
19.33,1.8,67742
19.37,1.71,65699
19.44,1.95,63656
19.49,2.04,61613
19.5,2.09,59570
19.8,2.11,57527
19.81,2.3,55484
19.87,2.34,53441
20.02,2.42,51398
20.01,2.55,49355
20.14,2.66,47312
20.17,2.78,45269
20.28,2.89,43226
20.41,3.02,41183
20.49,3.16,39140
20.59,3.33,37097
20.66,3.53,35054
20.81,3.74,33011
20.99,3.94,30968
21.08,4.15,28925
21.24,4.39,26882
21.44,4.63,24839
21.64,4.88,22796
21.89,5.32,20753
22.12,5.72,18710
22.44,6.22,16667
22.79,6.75,14624
23.22,7.53,12581
23.82,8.48,10538
24.58,9.73,8495
25.79,11.61,6452
27.78,14.9,4409
32.12,22.39,2366
61.5,96.89,300
