100,797000.0,-0.0,797000.0,0.0
138,597000.0,-2625.0,797784.3185416573,22.312743278208657
193,522375.0,-2296.875,698061.2787239501,30.51702699824394
268,457078.125,-2009.765625,610803.6188834563,37.58929313385897
372,399943.359375,-1758.544921875,534453.1665230243,43.653270541644126
517,349950.439453125,-1538.726806640625,467646.52070764627,48.7724486038134
719,306206.6345214844,-1346.3859558105469,409190.70561919047,52.98475256392322
1000,267930.8052062988,-1178.0877113342285,358041.8674167917,56.31087243261941
1389,234439.45455551147,-1030.82674741745,313286.6339896927,58.71156477699501
1930,205134.52273607254,-901.9734039902687,274125.80474098114,60.10196802432124
2682,179492.70739406347,-789.2267284914851,239860.0791483585,60.34374923515107
3727,157056.11896980554,-690.5733874300495,209877.5692548137,59.19739170467804
5179,137424.10409857985,-604.2517140012933,183642.87309796197,56.31106361961144
7196,120246.09108625737,-528.7202497511316,160687.51396071672,51.16625553783878
10000,105215.3297004752,-462.6302185322402,140601.57471562712,43.027318585270244
