159.98,16.53, 30000
160.05749999999998,16.67, 28700
160.16562499999998,16.845000000000002, 27400
160.29421874999997,17.198750000000004, 26100
160.4756640625,17.664062500000004, 24800
160.74674804687498,18.165546875000004, 23500
161.02756103515622,18.716660156250004, 22200
161.37817077636717,19.417495117187503, 20900
161.73112808227538,20.150621337890627, 19600
162.15084606170652,21.025466003417968, 18300
162.6531345462799,21.989099502563477, 17000
163.19235090970992,23.151824626922608, 15700
163.83426318228243,24.456368470191958, 14400
164.55319738671182,25.92727635264397, 13100
165.39239804003387,27.560457264482977, 11800
166.3317985300254,29.517842948362233, 10500
167.50384889751905,31.900882211271675, 9200
168.8603866731393,34.793161658453755, 7900
170.60529000485448,38.417371243840314, 6600
172.89396750364085,43.278028432880234, 5300
176.16547562773064,50.161021324660176, 4000
181.074106720798,61.128265993495134, 2700
190.7155800405985,83.54119949512136, 1400
272.8591850304489,373.403399621341, 100
