30000,9978.02,538.46,9992.540388824655,-3.0889566361687004
27777,9923.8325,581.565,9941.186319935186,-3.3580360029837317
25555,9926.411875,638.0037500000001,9947.613846747776,-3.6800368030353163
23333,9945.35640625,668.8753125000001,9968.493673957626,-3.8484405311690484
21111,9948.2123046875,749.2014843750001,9977.843298903506,-4.306142827473028
18888,9951.959228515625,851.17361328125,9990.922718918402,-4.885722079500166
16666,9955.361921386719,893.7077099609374,9997.634812852712,-5.127158955881697
14444,9949.728941040039,976.5082824707031,10000.244163056144,-5.602908850740511
12222,9939.47170578003,1093.3162118530272,10003.5160032915,-6.2746521550921575
10000,9954.948779335022,1241.0121588897705,10038.180955614473,-7.095539031284178
