172.17,-123.53, 80000
169.8275,-90.47500000000001, 59823
168.398125,-64.90625, 44734
167.74109375,-45.0246875, 33452
167.6608203125,-29.121015625, 25015
168.14811523437498,-16.080761718749997, 18706
169.20608642578122,-4.908071289062498, 13988
170.71206481933592,5.118946533203127, 10460
172.90904861450196,14.699209899902344, 7822
175.7067864608765,24.43690742492676, 5849
179.23758984565737,34.77518056869507, 4373
183.68069238424303,46.256385426521305, 3270
189.10801928818228,59.60228906989097, 2445
195.6485144661367,75.45921680241824, 1828
203.38138584960254,94.76441260181369, 1367
212.3160393872019,118.29830945136027, 1022
223.3370295404014,147.5437320885202, 764
235.83777215530102,184.54029906639013, 571
252.05582911647576,231.0427242997926, 427
271.19187183735687,289.28954322484446, 319
291.87140387801765,364.38715741863336, 239
323.6885529085132,457.55536806397504, 178
355.6489146813849,589.8015260479813, 133
376.37668601103866,749.1536445359859, 100
