68.73,-49.27, 80000
67.2175,-33.99, 59823
66.595625,-21.9675, 44734
66.67171875,-12.320625, 33452
67.2737890625,-4.300468749999999, 25015
68.382841796875,2.679648437500001, 18706
69.93213134765625,9.047236328125, 13988
71.9240985107422,15.26042724609375, 10460
74.36307388305664,21.667820434570313, 7822
77.29980541229249,28.638365325927733, 5849
80.77485405921936,36.5412739944458, 4373
84.80364054441452,45.865955495834356, 3270
89.42273040831088,57.16196662187576, 2445
94.78704780623316,71.14647496640683, 1828
101.01528585467487,88.73735622480513, 1367
108.31896439100615,111.04051716860384, 1022
117.0592232932546,139.41538787645288, 764
127.81441746994096,175.84654090733966, 571
141.0908131024557,222.68740568050475, 427
157.96560982684178,282.57305426037857, 319
179.18670737013133,359.3197906952839, 239
207.3250305275985,458.019843021463, 178
242.96377289569887,584.2123822660972, 133
284.48782967177414,734.5292866995728, 100
