436.89,-313.53, 80000
423.1225,-229.54749999999999, 59823
413.349375,-164.42562499999997, 44734
406.95953125,-113.45171874999997, 33452
403.4546484375,-72.98128906249998, 25015
402.448486328125,-39.87846679687499, 18706
403.65386474609375,-11.806350097656242, 13988
406.8453985595703,13.172737426757818, 10460
411.9840489196778,36.47205307006836, 7822
418.9680366897584,59.50653980255127, 5849
427.83102751731883,83.53490485191345, 4373
438.7757706379891,110.12367863893509, 3270
451.75932797849185,140.97525897920133, 2445
467.63699598386887,177.41394423440101, 1828
487.28274698790165,221.43295817580076, 1367
511.38956024092624,276.6522186318506, 1022
542.6271701806947,342.88416397388795, 764
582.2803776355211,424.09312298041596, 571
632.7927832266408,527.034842235312, 427
693.7345874199806,649.318631676484, 319
774.0559405649855,799.9189737573629, 239
898.124455423739,979.5542303180222, 178
1028.7158415678043,1227.3406727385166, 133
1112.7643811758533,1453.8530045538873, 100
